ā 吖呵啊腌錒锕阿
lǜ 勴卛哷垏嵂律慮櫖氯滤濾爈率箻綠緑繂绿膟菉葎虑鑢
lüè 圙寽掠略畧稤鋝鋢锊
mā 亇妈媽嫲孖抹摩蚂螞
má 吗嗎嘛嫲犘痲痳菻蔴蟆蟇麻
mǎ 吗嗎杩溤犸獁玛瑪码碼蚂螞遤鎷馬马鰢鷌
mà 傌嘜杩榪睰祃禡罵蚂螞閁駡骂鬕㜫
ma 么吗嗎嘛麽
mái 埋薶霾
mǎi 买嘪荬蕒買鷶
mài 佅劢勱卖唛売脈脉衇賣迈邁霡霢麥麦
mān 嫚顢颟
mán 埋姏悗慲摱樠瞒瞞矕絻蔓蛮蠻謾谩鞔饅馒鬗鬘鰻鳗
mǎn 娨屘満满滿矕螨蟎襔鏋
màn 僈墁嫚幔慢摱曼槾漫澫澷熳獌縵缦蔄蔓蘰谩鄤鏝镘㵘
māng 牤
máng 厖吂哤娏尨庬忙恾朚杗杧氓汒浝牻狵痝盲盳硭笀芒茫蘉蛖邙釯鋩铓駹
mǎng 壾漭硥茻莽莾蟒蠎
māo 猫貓
máo 堥嵍旄枆毛氂渵牦犛猫矛緢罞芼茅茆蝥蟊貓軞酕鉾錨锚髦髳鶜
mǎo 乮冇卯夘峁戼昴泖笷蓩鉚铆
mào 冃冐冒媢帽愗懋旄暓柕楙毷瑁皃眊瞀秏耄芼茂萺蝐袤覒貌貿贸鄚鄮
mē 嚒
mè 嚰濹
me 么嚜庅麼麽
méi 坆堳塺娒媒嵋徾攗枚栂梅楣楳槑沒没湄湈煤猸玫珻瑂眉睂禖穈糜脄脢腜苺莓葿郿酶鋂鎇镅霉鶥鹛黴㜫
měi 凂媄媺嬍嵄挴毎每浼渼燘美羙躾鎂镁黣㜫
mèi 嚜妹媚寐抺旀昧櫗殙沬煝痗眛睸祙篃蝞袂谜跊韎鬽魅
mēn 悶椚闷
mén 亹们們怋扪捫斖汶玧璊瞒瞞穈菛虋鍆钔門閅门
mèn 呇悗悶惛懑懣暪焖燜闷鞔㦖
men 们
mēng 擝矇蒙
méng 儚尨幪庬懜懞曚朦橗檬氋氓溕濛甍甿盟瞢矇矒礞艨莔萌蒙蕄虻蝱鄳鄸鋂雺霿靀顭饛髳鯍鸏鹲䖟
měng 冡勐懜懞懵掹猛獴瞢矒艋蒙蜢蟒蠓錳锰鯭黾鼆
mèng 夢夣孟懜梦癦霥
mī 咪眯瞇
mí 冞弥彌戂摵擟攠檷瀰爢猕獼瓕眯瞇瞴祢禰糜縻蒾藌蘪蘼袮詸謎谜迷醚醾醿釄镾靡鸍麊麋麛麿䕷
mǐ 侎孊弥弭彌攠敉沵洣渳濔灖米粎羋脒芈葞蔝銤靡
mì 冖冪嘧塓宓宻密峚幂幎幦怽枈榓樒櫁汨沕泌淧滵漞濗熐祕秘簚糸羃蓂蔤蜜覓覔覛觅謐谧鼏䖑䭩
mián 婂媔嬵宀杣棉檰櫋眠矈矊矏綿緜绵臱芇蝒
miǎn 丏偭免冕勉勔喕娩媔愐汅沔渑湎澠眄睌絻緬缅腼莬葂靦鮸黾䩄
miàn 牑眄糆面靣麪麫麵麺
miāo 喵
miáo 媌嫹描瞄緢苗鶓鹋
miǎo 仯劰厸杪淼渺眇秒篎緲缈藐邈䏚
miào 妙庙庿廟玅竗繆缪
miē 乜吀咩哶孭
miè 幭懱搣櫗滅瀎灭烕眜礣篾簚蔑薎蠛衊覕鑖鱴鴓
mín 垊姄岷崏忞忟怋捪旻旼暋民渂玟珉琘琝瑉痻盿砇緍緡缗罠苠賯鈱錉鍲鴖
mǐn 僶冺刡勄呡忞忟悯惽愍慜憫抿敃敏敯暋泯湏湣潣皿笢笽簢蠠閔閩闵闽鰵鳘黽黾
míng 冥名嫇明暝朙榠洺溟猽眀眳瞑茗蓂螟覭詺鄍銘铭鳴鸣
mǐng 佲凕姳嫇慏酩
mìng 命掵
miù 繆缪謬谬
mō 嚤摸
mó 么劘嫫嬤嬷尛戂摩摹擵攠无模橅磨糢膜藦蘑謨謩谟饃饝馍骳髍魔魹麼麽䭩
mǒ 懡抹麿
mò 万冒嗼嘿嚜圽塻墨妺嫼寞帓帞抹昩末枺歾歿殁沒没沫漠瀎爅狢獏瘼皌眜眽眿瞐瞙砞磨礳秣絈絔縸纆耱脉茉莈莫蓦蛨蟆蟔袹貃貈貉貊貘銆鏌镆陌靺驀魩默黙
mōu 哞
móu 侔劺堥恈敄桙牟眸繆缪蛑謀谋踎鍪鞪鴾麰
mǒu 厶某
mú 模毪氁
mǔ 亩坶姆姥娒峔拇母牡牳畂畆畒畝畞畮砪胟踇鉧㟂
mù 仫凩募坶墓幕幙慔慕暮暯木朷楘樢毣沐炑牟牧狇目睦穆縸缪艒苜莫莯蚞鉬钼雮霂鞪㡔㧅
nā 南那
ná 嗱拏拿挐搻秅蒘誽鎿镎
nǎ 乸哪雫
nà 内吶呐妠娜抐捺笚笝納纳肭蒳衲袦豽貀軜那郍鈉钠靹魶㑚㗙㘝䪏
na 哪
nái 孻搱摨腉
nǎi 乃倷哪奶妳嬭廼氖疓艿迺釢
nài 佴奈柰渿耏耐能萘螚褦錼鼐
nān 囝囡
nán 侽南喃娚抩暔枏柟楠男畘莮萳諵遖难難䶲
nǎn 嫨戁揇湳煵腩蝻赧
nàn 妠婻諵难難䶲
nāng 儾囊囔
náng 乪嚢囊憹搑欜涳蠰饟饢馕
nǎng 搑擃攮曩灢馕
nàng 儾齉
nāo 孬
náo 呶夒峱嶩巎怓憹挠摎撓桡橈猱獶獿硇碙蛲蟯詉譊鐃铙
nǎo 匘垴堖嫐恼悩惱憹獶瑙碯脑脳腦
nào 婥淖臑閙闹鬧
né 哪
nè 吶抐疒眲訥讷
ne 呢
něi 哪娞浽脮腇餒馁鮾鯘
nèi 內内氝氞那錗
nèn 媆嫩嫰恁
néng 能
něng 螚
neus 莻
nī 妮
ní 伲倪呢坭埿婗尼屔怩抳棿泥淣猊秜籾聣臡蚭蛪蜺觬貎跜輗郳鈮铌霓馜鯢鲵麑齯
nǐ 伱你儗儞妳婗孴懝抳拟掜擬旎晲柅棿檷濔狔疑聻苨薿隬
nì 伲匿堄嫟嬺屰惄愵抐昵暱氼泥溺眤睨秜縌胒腻膩誽逆
niān 拈蔫
nián 哖姩年溓秊秥粘鮎鯰鲇鲶鵇黏
niǎn 捻撚撵攆榐涊淰焾碾簐蹍蹨躎輦辇辗㘝㮟
niàn 卄唸埝姩廿念悥惗艌㜣
niáng 娘嬢孃釀
niàng 酿醸釀
niǎo 嫋嬝嬲樢茑蔦袅裊褭鳥鸟
niào 尿溺脲
niē 捏捻揑
nié 苶
niè 乜啮嗫噛嚙囁囐囓圼孼孽峊嵲嶭巕帇掜摄摰攝敜枿槷櫱涅湼痆篞籋糱糵聂聶臬臲菍蘖蠥讘踂踗踙蹑躡銸鋷錜鎳鑈鑷钀镊镍闑陧隉顳颞齧㖖㘝
nín 囜恁您脌
nǐn 拰
níng 儜凝咛嚀嬣宁寍寗寜寧拧擰柠橣檸狞獰甯聍聹苧薴鑏鬡鸋㝕
nǐng 拧擰矃
nìng 佞侫倿宁寍寕寗寜寧拧擰泞澝濘甯
niū 妞孧
niú 怓汼牛牜
niǔ 忸扭杻沑炄狃紐纽莥鈕钮靵
niù 抝拗
nóng 侬儂农哝噥檂欁浓濃燶癑禯秾穠脓膿蕽襛譨農辳醲鬞㶶
nǒng 繷
nòng 弄挊挵癑齈
nóu 羺㝹
nòu 搙槈檽獳耨鎒鐞
nú 伮奴孥帑笯駑驽㐐㚢
nǔ 伮努弩砮胬
nù 傉怒搙
nuán 奻渜
nuǎn 暖渜湪煗餪
nún 黁
nuó 傩儺娜挪梛橠难㑚
nuǒ 袲袳
nuò 喏愞懦懧掿搙搦搻榒毭稬穤糑糥糯耎諾诺蹃逽鍩锘㤖
nǚ 女籹釹钕
nǜ 恧朒沑聏衂衄
nüè 婩疟瘧硸虐
ō 喔噢
ó 哦
ò 哦
o 筽
ǒ 嚄
ōu 区區吽呕塸櫙欧歐殴毆沤漚熰瓯甌膒藲謳讴鏂鴎鷗鸥
ǒu 偶吘呕嘔熰禺耦腢蕅藕㰶
òu 呕怄慪沤漚
pā 啪妑汃皅舥苩葩趴䔤
pá 扒掱杷潖爬琶筢耙鈀钯㞎䎬䶕
pà 帊帕怕汃袙
pāi 拍
pái 俳徘排棑牌犤猅箄簰簲輫
pǎi 廹排迫
pài 哌沠派渒湃蒎鎃
pān 扳攀潘畨番眅籓萠
pán 丬媻幋搫柈槃洀湴瀊爿盘盤眫磐磻縏肨胖膰般蒰蟠跘蹒蹣鎜鞶㵗
pǎn 坢盻
pàn 冸判叛拌拚沜泮溿炍牉畔盼聁肨胖袢襻詊鋬鑻闆頖鵥
pāng 乓汸沗滂胮膀膖雱霶
páng 厐夆嫎尨庞庬彷徬旁磅篣膀舽螃趽逄鰟鳑龎龐
pǎng 嗙耪覫髈
pàng 炐眫肨胖
pāo 抛拋泡穮脬萢藨
páo 刨匏咆垉庖炮炰烰爮狍瓟袌袍褜跁跑軳鞄麃麅
pǎo 跑
pào 嚗奅泡炮疱皰砲礟礮袌靤麭
pēi 呸坏妚怌抷柸肧胚衃醅㾦䯱
péi 坏培婄毰裴裵賠赔錇锫阫陪
pěi 俖琣
pèi 伂佩妃姵媐嶏帔攈斾旆昢柭棑沛浿淠犻珮茷蓜轡辔配霈馷㾦
pēn 喷噴歕濆
pén 湓瓫盆葐
pěn 呠翸
pèn 喯喷噴
pēng 亨剻匉嘭怦恲抨梈泙漰澎烹砰硑磞絣胓苹軯閛駍
péng 倗傰堋塜塳弸彭憉挷捀搒朋棚椖樥淜漨澎熢痭硼稝竼篣篷纄膨芃莑蓬蘕蟚蟛袶輣錋鑝韸韼騯髼鬅鬔鵬鹏
pěng 捧摓淎皏
pèng 掽椪槰碰磞踫閛㮟
pī 丕伓伾劈噼坏坯妚岯怶悂憵批披抷旇枈炋狉狓砒磇礔礕秛秠紕纰翍耚被豾辟邳釽鈚鉟銔錃錍鎞铍霹駓髬魾
pí 仳啤埤壀崥朇枇椑毗毘焷猈琵疲皮禆笓篺紕纰罢罴罷羆肶脾腗膍芘蚍蚽蚾蜱螕螷蠯裨豼貔郫鈹铍阰陂陴隦鞞魮鮍鲏鵧鼙
pǐ 仳劈匹吡否噽嚭圮嶏庀悂擗疋痞癖脴苉諀銢鴄
pì 僻嚊埤媲嫓屁揊淠潎澼濞甓疈睥稫譬辟闢鷿鸊䪐䴙
pi 榌
piān 偏囨媥扁楄片犏篇翩鍂鶣
pián 便楩瑸璸緶缏胼腁賆跰蹁駢騈骈骿
piǎn 覑諞谝貵
piàn 片猵獱騗騙骗魸
piāo 剽勡嫖彯慓旚漂犥票縹缥翲薸螵飃飄飘魒
piáo 嫖朴瓢薸闝
piǎo 殍漂皫瞟篻縹缥莩醥顠
piào 僄嘌彯徱漂票蔈驃骠
piē 撆撇暼氕潎瞥覕
piě 丿撇苤鐅
piè 嫳
pīn 姘拚拼砏礗穦馪驞
pín 嚬娦嫔嬪玭琕矉薲蘋蠙貧贫頻顰频颦
pìn 朩汖牝聘㻞
pīng 乒俜娉涄甹砯聠艵頩
píng 冯凭凴呯坪塀屏岼帡帲幈平庰慿憑枰檘泙洴淜焩玶瓶甁硑竮箳簈缾胓苹荓萍蓱蘋蚲蛢評评軿輧郱鉼馮鮃鲆㵗䶄
pō 坡岥朴泊泺泼溌潑濼翍酦醗醱釙鏺钋陂頗颇㧊䥽
pó 嘙嚩婆搫櫇皤繁蔢鄱㜑
pǒ 尀笸箥鉕钷駊髲
pò 哱奤岶廹敀昢朴洦湐烞猼珀破砶粕蒪迫魄䪙
po 桲
pǐn 品榀
pōu 剖娝抙捊
póu 垺抔抙捊掊箁裒
pǒu 咅哣婄掊棓犃
pū 仆噗扑抪撲攴攵柨潽炇痡秿鋪铺陠鯆
pú 仆僕匍卜圤墣捗濮獛璞瞨穙箁纀脯莆菐菩葡蒱蒲贌酺鏷镤
pǔ 圃圑埔擈普暜朴樸檏氆浦溥烳諩譜谱蹼鐠镨
pù 堡暴曝瀑痡舖舗鋪铺
qī 七倛傶僛凄喰嘁墄妻娸恓悽慼慽戚捿攲敧期柒栖桤桼棲榿欹欺沏淒漆紪緀緝缉萋螇褄諆蹊迉郪鏚霋魌鶈㬤䗩
qí 丌亓亝伎俟其剘圻埼奇岐岓崎嵜帺忯愭懠掑斉斊旂旗枝棊棋檱櫀歧淇濝猉玂琦琪璂畁畦疧碁碕祁祇祈祺禥稘竒簯簱籏粸綥綦綨耆肵脐臍艩芪荠萁萕蕲薺藄蘄蚑蚔蚚蛴蜝蜞螧蠐褀觭跂軝鄿釮錡锜陭隑頎颀騎騏騹骐骑鬐鬿鯕鰭鲯鳍鵸鶀麒麡齊齐䓫䶞
qǐ 乞企启呇唘啓啔啟婍屺岂晵杞梩棨玘盀稽綮綺绮芑袳諬豈起跂邔闙䏿䭫
qì 亟呚呮咠唭噐器夡契妻弃忔愒憇憩扱揭摖暣栔棄槭欫气気氣汔汽泣洓湆湇滊炁焏甈盵矵砌碛碶磜磧磩礘竐罊芞葺藒蟿訖讫趞迄鐑㓞㗊
qi 啐
qiā 抲掐揢葜袷
qiá 拤
qiǎ 卡峠跒酠鞐
qià 冾匼咭圶帢恰愘殎洽硈磍胢髂㓞㓤䶝
qiān 仟佥僉千厱嗛圱圲奷婜孅孯岍悭愆慳扦拪挳掔搴摼撁攐攑攓杄檶櫏欦汘汧牵牽磏竏签簽籖籤粁羟臤芊茾蚈褰諐謙谦谸迁遷釺鈆鉛鏲钎铅阡韆顅騫骞鬜鬝鳽鵮鹐
qián 乹乾亁仱偂前墘媊岒忴扲拑掮揵撍朁榩橬歬潛潜濳灊炶煔犍玪箝羬荨葥蕁虔蚙軡鈐鉗銭錢鎆钤钱钳靬騚騝鰬黔黚䕭
qiǎn 凵唊嗛嵰槏浅淺繾缱肷膁蜸譴谴遣鑓㹂
qiàn 伣俔倩傔儙刋堑塹壍嬱嵌悓慊掅棈椠槧欠欿歉皘篏篟綪縴纤芡茜蒨蔳輤
qiāng 呛啌嗆嗴将嶈戕戗戧抢搶摤斨枪椌槍溬牄猐獇玱瑲矼篬羌羗羫腔蜣謒跄蹌蹡鎗鏘鏹锖锵镪鶬
qiáng 墙墻嫱嬙廧強强彊樯檣漒牆疆艢蔃蔷薔蘠
qiǎng 墏強强彊抢搶繈繦羟羥襁鏹镪
qiàng 呛唴嗆戗戧摪炝熗羻跄蹌蹡䵁
qiāo 劁勪喿墝墽嵪幓幧悄敲橇橾毃煍燆硗碻磝磽礉繑繰缲趬跷踍蹺蹻郻鄡鄥鍫鍬鏒鐰锹雀頝骹
qiáo 乔侨僑喬嘺墧嫶峤嶠憔摮桥槗樵橋櫵潐燋犞癄睄瞧硚礄翘翹荍荞菬蕎藮譙谯趫鐈鞒鞽顦
qiǎo 丂巧悄愀釥雀髜
qiào 俏偢僺嘺噭壳峭帩撬撽殻殼礉窍竅箾翘翹誚诮谯躈陗鞘鞩韒髚
qiē 切苆
qié 伽聺茄
qiě 且
qiè 切匧厒契妾帹怯悏惬愜慊挈朅栔椄洯淁猰疌砌稧穕窃竊笡箧篋籡蛪趄跙踥郄鍥锲鯜㓶㰤
qīn 亲侵兓堇媇寴嵚嵰嶔欽綅菳衾親誛钦顉駸骎鮼㓎䘲
qín 勤嗪噙埐嫀嶜庈廑忴慬懃懄扲捦擒斳梣檎溱澿珡琴琹瘽矜矝禽秦耹肣芩芹菦菳蚙螓蠄覃鈙鈫雂靲鳹鵭䶖
qìn 吢吣唚寴抋揿搇撳沁瀙菣藽㓎
qīng 倾傾卿圊埥寈氢氫淸清綪蜻軽輕轻郬錆鑋靑青鯖鲭
qíng 剠勍啨夝情擎擏晴暒棾樈檠殑氰甠硘葝黥䝼䞍
qìng 亲儬凊庆慶掅櫦殸渹濪碃磬箐綮罄親靘
qióng 儝卭嬛宆惸憌桏橩焪焭煢熍琁琼璚瓊瓗睘瞏穷穹窮竆笻筇舼茕藑藭蛩蛬赹跫邛銎䓖
qiū 丘丠坵塸媝恘恷楸橚湫湬秋秌穐篍緧萩蓲蘒蚯蝵蟗蠤趥邱鞦鞧鰌鰍鳅鶖鹙龜龝龟㐀䲡
qiú 仇俅厹叴唒囚崷巯巰扏朹梂殏毬求汓泅浗渞湭煪牫犰玌球璆皳盚紌絿肍艽芁莍虬虯蛷蝤裘觓觩訄訅賕赇逎逑遒酋醔釚釻銶頄鮂鯄鰽鼽㞗䲡
qiǔ 搝糗
qǐn 坅寑寖寝寢昑梫笉螼赾鋟锓㓎
qǐng 庼廎檾漀苘請謦请頃顷
qū 伹佉匤区區呿坥屈岖岨岴嶇憈抾敺曲浀焌煀祛筁粬紶胠蛆蛐袪覰覷覻觑詘誳诎趋趍趨躯軀阹駆駈驅驱髷魼鰸鱋鶌麯麴麹黢㘗㸖䓛
qú 佢劬忂戵斪朐欋欔氍淭渠灈爠璖璩癯瞿磲籧絇翑翵胊臞菃葋蕖蘧蚼螶蟝蠷蠼衐衢躣軥鑺鴝鸜鸲鼩㲘
qǔ 取娶曲竘竬紶苣蝺詓齲龋䶚
qù 刞厺去欪耝覰覷觑趣閴闃阒麮鼁
qu 戌
quān 圈圏奍弮悛棬椦箞鐉
quán 佺全啳埢姾婘孉峑巏恮惓拳捲搼权椦楾槫権權泉洤湶灥牷犈狋瑔痊矔硂筌絟縓荃葲蜷蠸觠詮诠跧踡輇辁醛銓铨闎顴颧駩騡鬈鰁鳈齤
quǎn 烇犬犭犮畎綣绻虇
quàn 券劝勧勸灥牶韏
quē 炔缺缼蒛蚗闕阙
qué 瘸
què 傕却卻埆塙墧崅悫愨慤搉敠敪榷汋燩琷皵硞确碏確碻礐礭芍趞闋闕阕阙雀鵲鹊㲉
qūn 囷夋歏箘逡
qún 宭峮帬羣群裙裠麇麕
rán 呥嘫然燃繎肰蚦蚺衻袇袡髥髯㜣䶲
rǎn 冄冉姌媣染橪熯珃苒蒅㜣
rāng 嚷
ráng 儴勷瀼獽瓤禳穣穰蘘躟鬤
rǎng 嚷壌壤攘爙纕
ràng 懹瀼譲讓让
ráo 娆嬈桡橈荛蕘襓饒饶
rǎo 娆嬈扰擾隢
rào 穘繞绕遶
ré 捼
rě 喏惹若
rè 渃热熱
rén 人亻仁任壬忈忎朲秂芢銋魜鵀
rěn 忍栠栣棯秹稔綛荏荵菍躵銋
rèn 仞仭任刃刄妊姙屻岃扨杒梕牣祍紉紝絍纫纴肕腍葚衽袵訒認认讱軔轫釰釼鈓靭靱韌韧飪餁饪
rēng 扔
réng 仍礽芿辸陾
rì 囸日氜衵釰釼鈤馹驲
róng 傛媶嫆嬫容峵嵘嵤嶸戎搈搑曧栄榕榮榵槦毧溶瀜烿熔爃狨瑢穁絨縙绒羢肜茙茸荣蓉蝾融螎蠑褣鎔镕駥
rǒng 傇冗坈宂氄縙軵
ròng 穃縙
róu 厹媃揉柔楺渘煣瑈瓇禸粈糅脜腬葇蝚蹂輮鍒鞣騥鰇鶔
rǒu 韖
ròu 宍楺肉譳㮟
rū 嶿
rú 侞儒吺嚅如嬬孺帤挐曘桇檽渪濡獳筎茹蒘蕠薷蝡蠕袽襦邚醹銣铷顬颥鱬鴑鴽
rǔ 乳女擩汝肗辱鄏
rù 入嗕媷扖杁洳溽縟缛蓐褥鳰㐈
ruá 挼
ruán 堧壖撋
ruǎn 偄媆朊檽瑌瓀碝礝緛耎腝軟輭软阮㐾䪭
ruàn 緛
ruí 甤緌苼蕤
ruǐ 壡惢桵橤繠蕊蕋蘂蘃
ruì 兊兌兑叡抐枘汭瑞睿笍芮蚋蜹銳鋭鏸锐䓲
rún 瞤
rùn 橍润潤膶閏閠闰
ruó 挼捼
ruò 偌叒婼嵶弱楉渃焫爇箬篛若蒻鄀鰙鰯鶸㘃
sā 仨挲撒
sǎ 撒攃洒潵灑纚訯躠靸鞈
sà 卅摋櫒泧脎萨蕯薩鈒鏾钑隡颯飒馺㒎䓲
sāi 嘥噻塞思愢揌毢毸腮顋鰓鳃䰄
sǎi 嗮㘔
sài 僿塞簺賽赛
sān 三厁叁参參叄叅弎毵毶毿犙鬖
sǎn 仐伞傘散糁糝糣糤繖鏒鏾饊馓
sàn 俕帴散潵閐
san 壭
sāng 丧喪桑桒槡
sǎng 嗓搡磉褬鎟顙颡
sàng 丧喪
sāo 慅懆掻搔溞繅繰缫缲臊螦颾騒騷骚鰠鱢鳋
sǎo 埽嫂扫掃骚㛮䕅
sào 埽懆扫掃梢氉瘙矂臊髞
sē 閪
sè 啬嗇塞廧懎拺摵擌栜槭歮歰洓涩渋澀澁濇濏瀒琗瑟璱瘷穑穡穯粣繬色薔譅轖銫鎍鏼铯闟雭飋
sēn 森椮槮襂
sēng 僧鬙
shā 乷刹剎唦挱挲摋杀杉桬榝樧殺毮沙煞猀痧砂硰粆紗繺纱莎蔱裟鎩铩閷髿魦鯊鯋鲨
shá 啥
shǎ 傻儍
shà 倽厦唼啑喢嗄帹廈歃歰沙濈煞箑翜翣菨萐閯霎㬠
shāi 筛篩簁簛籭諰酾
shǎi 摋色
shài 攦晒曬㬠
shān 傓删刪剼嘇圸埏姍姗山幓彡扇挻搧杉柵栅檆潸澘炶烻煔煽狦珊痁穇笘縿羴羶脠膻舢芟苫衫跚軕邖釤钐閊鯅
shǎn 掺晱炶煔熌睒覢閃閄闪陕陝㨻㶒䀹
shàn 僐儃剡单善單墠墡姍姗嬗嶦扇掞掸撣擅敾椫樿歚汕潬灗疝磰禅禪繕缮膳苫蟮蟺訕謆譱讪贍赡赸鄯釤銏鐥钐饍騸骟鱓鱔鳝鳣䦅
shāng 伤傷商墒愓慯殇殤汤湯滳漡熵禓蔏螪觞觴謪鬺
shǎng 上垧扄晌樉賞贘赏鋿鏛鑜
shàng 丄上尙尚恦緔绱鞝
shang 上裳
shāo 娋弰捎旓梢烧焼燒稍筲艄莦萷蕱蛸輎鞘髾鮹䈾
sháo 勺杓柖玿芍苕韶
shǎo 少
shào 佋劭卲召哨娋少捎柖潲睄稍紹綤绍袑邵
shē 奢檨猞畬畭畲賒賖赊輋
shé 佘折揲磼舌虵蛇蛥闍阇
shě 捨舍
shè 厍厙射弽慑慴懾拾挕摂摄攝欇歙泏涉涻渉滠灄社舍舎蔎蠂設设赦韘騇麝
shéi 誰谁
shēn 伸侁信兟参參叄叅呻堔妽姺娠嫀屾峷幓扟搷敒曑柛棽氠深燊珅甡甧申眒砷穼籶籸糁糂糝糣紳绅罙罧莘葠蓡蔘薓裑訷詵诜身駪鯓鯵鰺鲹鵢
shén 什榊甚神鉮鰰
shěn 吲哂婶嬸审宷審弞抌曋棯沈淰渖瀋瞫矤矧覾訠諗讅谂谉邥頣魫㶒
shèn 侺愼慎昚椹涁渗滲甚瘆瘮眘祳肾胂脤腎葚蜃蜄谌鋠黮
shēng 升呏声斘昇曻枡殅殸泩湦焺牲狌珄生甥竔笙聲胜苼鉎鍟阩陞陹鵿鼪
shéng 憴渑澠縄繉繩绳譝
shěng 偗渻省眚㗂
shèng 乗乘剩剰勝圣墭娍嵊晟晠椉榺橳琞甸盛聖胜蕂貹賸
shī 厔呞嘘噓失尸屍师師施浉湤湿溮溼濕狮獅瑡箷絁葹蒒蓍虱蝨褷襹詩诗邿酾釃釶鉇鍦鯴鰤鲺鳲鳾鶳鸤䴓
shí 乭什十埘塒姼实実宲寔實峕嵵拾时旹時榯湜溡炻石硕碩祏竍莳蒔蚀蝕識识辻遈鉐食飠饣鮖鰣鲥鼫鼭䶡
shǐ 乨使兘史始宩屎榁狶痑矢笶豕鉂駛驶㕜䶵
shì 世丗亊事仕似侍冟势勢卋呩咶啫嗜噬埶士奭媞嬕室峙崻崼市式弑弒徥忕忯恀恃惿戺拭揓是昰枾柹柿栻楴檡氏泽澤澨烒煶狧畤眂眎眡睗示礻秲筮簭耆舐舓莳蒔螫襫視视觢試誓諟諡謚试谥貰贳軾轼适逝適遾醳釈释釋鈰鉃鉽銴铈飾餙餝饰馶鰘㐊㕝䏡
shi 匙栅殖籂
shōu 収收敊
shóu 熟
shǒu 垨守手扌艏首
shòu 兽受售嘼壽夀寿授涭狩獣獸痩瘦綬绶膄鏉㖟
shū 书倏倐儵叔姝尗忬悆抒捈掓摅攄書杸枢梳樞橾殊殳毹毺淑瀭焂瑹疋疎疏紓綀緰纾舒菽蔬跾踈軗輸输鄃陎鮛鵨
shú 塾婌孰朮术朱熟璹秫蒣贖赎
shǔ 属屬数數暏暑曙潻癙稌籔糬署薥薯藷蜀蠴襡襩鱪鱰黍鼠鼡䉤
shù 侸俞兪咰墅尌庶庻怷怸恕戍捒数數朮术束树樹沭漱潄澍濖竖竪絉腧荗蒁虪術裋豎述鉥錰鏣隃霔鶐㶖
shuā 刷唰
shuǎ 耍
shuà 刷誜
shuāi 摔縗缞衰
shuǎi 甩
shuài 卛帅帥率蟀
shuān 拴栓絟閂闩
shuàn 槫涮腨
shuāng 双孀孇欆泷漴瀧礵艭雙霜騻驦骦鷞鸘鹴㕠
shuǎng 塽慡漺爽縔鏯
shuàng 灀
shuí 脽誰谁
shuǐ 水氵氺閖㝽
shuì 娷帨挩捝涗涚睡祱稅税裞說说
shǔn 吮楯
shùn 橓眴瞚瞤瞬舜蕣順顺鬊
shuō 說说
shuò 妁愬搠数數朔槊欶洬烁爍獡矟硕碩箾蒴銏鎙鑠铄
sī 丝俬偲傂凘厮厶司咝嘶噝媤廝思恖愢撕斯楒泀澌燍磃禗禠私簛糸糹絲緦纟缌罳蕬虒蛳蜤螄蟖蟴鉰銯鋖鍶鐁锶颸飔騦鯣鷥鸶鼶㟃
sǐ 愢死
sì 亖伺似佀価俟儩兕嗣四姒娰孠寺巳杫枱柶梩榹汜泗泤洍洠涘瀃牭祀禩竢笥耛耜肂肆蕼覗貄釲鈶鈻銉食飤飴飼饲駟騃驷
sōng 倯凇娀崧嵩庺忪愡憽揔松枀枩柗梥棇檧淞濍硹菘鬆㣝
sóng 㞞
sǒng 傱嵷怂悚愯慫捒摗楤漎竦耸聳駷㧐㩳
sòng 吅宋訟誦讼诵送鎹頌颂餸㕬
sōu 凁嗖廀廋捒捜搜摉摗撨溲獀艘蒐蓃螋鄋醙鎪鏉锼颼颾飕餿馊騪
sǒu 傁叜叟嗾擞擻棷櫢瞍籔蓃薮藪䉤
sòu 嗽擞擻欶瘶
sū 囌櫯甦稡稣穌窣苏蘇蘓酥鯂䲆
sú 俗圱
sù 傃僳嗉埣塐塑夙嫊宿愫愬憟摵梀棴榡樎樕橚殐泝洬涑溯溸潚潥玊珟璛碿簌粛粟素縤縮缩肃肅膆苏莤蔌藗觫訴謖诉谡趚蹜速遡遬鋉餗驌骕鱐鷫鹔
suān 狻痠酸
suǎn 匴篹
suàn 祘笇筭算蒜
suī 倠哸嗺夊娞尿毸浽滖濉熣眭睢缞芕荽荾虽雖鞖
suí 瓍綏绥遀遂隋随隨髄
suǐ 瀡膸髓
suì 亗埣嬘岁嵗旞檖歲歳澻煫燧璲睟砕碎祟禭穂穗穟繀繐繸襚誶譢谇賥遂邃鏸鐆鐩隧韢
sūn 喰孙孫搎槂狲猻荪蓀蕵薞飧飱
sǔn 扻损損榫笋筍箰簨鎨隼鶽
sùn 摌
suō 傞唆嗍嗦娑挱挲摍桫梭睃簑簔縮缩羧莎莏蓑趖鮻
suǒ 乺唢嗩嫅惢所暛溑溹琐琑瑣璅索縒葰褨鎍鎖鎻鏁锁
suò 些蜶逤㱔
tā 他塌她它榙溻牠祂褟趿踏遢鉈铊闧
tǎ 塔墖溚獭獺鮙鰨鳎
